X,Y,Z,Cancers
-6.293063272522785212e+01,-5.389971709198538008e+01,3.805994362325632352e+01,1.000000000000000000e+00
-2.304393356704428442e+01,-1.071302287841123473e+02,-3.219204483834572983e+01,1.000000000000000000e+00
-7.342040145480690683e+01,-4.285055286531739682e+01,8.230469553291668205e+01,1.000000000000000000e+00
-3.550475007923808590e+01,-7.419424496057354190e+01,-2.442229220185151206e+01,1.000000000000000000e+00
-2.213042858277503910e+01,-1.011422461728247555e+02,-3.505818821194476698e+01,1.000000000000000000e+00
-8.100401278042104991e+01,-1.186225738434687393e+01,9.515693996929245202e+01,1.000000000000000000e+00
-5.898154532942315598e+01,-3.587506876917155552e+01,4.737079396884581683e+01,1.000000000000000000e+00
-6.323788572431557498e+01,6.678139113668119364e+01,1.941748861185608277e+01,1.000000000000000000e+00
-6.961318677228763363e+01,5.993868483886082288e+01,-1.905859882797443206e+01,1.000000000000000000e+00
-8.248734819671746266e+01,-7.794177276305842561e+00,1.043015460605027585e+02,1.000000000000000000e+00
-3.149876401348491584e+01,-8.556038731857465507e+01,-2.912099440290722541e+01,1.000000000000000000e+00
-4.879383022857790309e+01,-3.097907684851341870e+01,-2.002103450091584591e+01,1.000000000000000000e+00
-7.475641168765473310e+01,-3.640473527753747618e+01,1.101046042329126635e+02,1.000000000000000000e+00
-1.634382119817331258e+01,-1.123574460925646434e+02,-3.577526902119159047e+01,1.000000000000000000e+00
-7.260721067965012310e+01,2.768717961303639541e+01,3.597915950737964863e+01,1.000000000000000000e+00
-6.555746150671913597e+01,-4.446116171490704261e+01,3.064408792182464580e+01,1.000000000000000000e+00
-4.429141685878698098e+01,-7.292936992598826862e+01,-9.504301349344499883e+00,1.000000000000000000e+00
-2.311448497451102213e+01,-8.821471236090606283e+01,-4.791164313377049666e+01,1.000000000000000000e+00
-5.462143449096905812e+01,-8.451977194209726463e+01,3.074882133680484131e+01,1.000000000000000000e+00
-7.425363133396410831e+01,-3.440516958675446091e+01,7.698536672717571605e+01,1.000000000000000000e+00
-4.917690176784420686e+01,-2.849498093270311472e+01,-3.787704194366492771e+01,1.000000000000000000e+00
-2.939613094854891884e+01,-9.822764249781808132e+01,-3.054924335094554522e+01,1.000000000000000000e+00
-3.698443777130380283e+01,-5.947881672565927857e+01,-3.797955668212748037e+01,1.000000000000000000e+00
-7.999877667565078809e+01,1.868384819860839130e+01,8.893987176410385587e+01,1.000000000000000000e+00
-5.410299523442763103e+01,-1.429698340443182936e+01,-3.766988360112598855e+01,1.000000000000000000e+00
-7.502440979589502490e+01,-3.768817915880683245e+01,8.235486112006157100e+01,1.000000000000000000e+00
-6.079480591171779480e+01,5.077212371403240354e+01,-2.281312558511758937e+01,1.000000000000000000e+00
-5.539912753199163120e+01,8.684730777348204356e+01,8.146653598568821764e+00,1.000000000000000000e+00
-6.587249541994818003e+01,-9.167853718594624723e+00,4.793548457600703472e+01,1.000000000000000000e+00
-7.333939083524811053e+01,-7.588040016260170262e+01,8.949277625339141196e+01,1.000000000000000000e+00
-5.271326567960725384e+01,-1.943334166663678531e+01,-1.809946192274644972e+01,1.000000000000000000e+00
-7.213202335465712167e+01,5.119472832286575681e+01,2.744783373027331663e+00,1.000000000000000000e+00
-6.939572685108716144e+01,5.117761449033034893e+01,-2.439931163813898962e+01,1.000000000000000000e+00
-5.431244935441404920e+01,-7.557084678159661451e+01,3.410521342372506126e+01,1.000000000000000000e+00
-8.372018283925176263e+01,-5.522475998075706549e-01,1.001837899175662159e+02,1.000000000000000000e+00
-5.869501828683318934e+01,1.024615419972129331e+02,1.453150081713453545e+01,1.000000000000000000e+00
-4.069381142801241680e+01,-5.899975137106639522e+01,-3.072785015941965270e+01,1.000000000000000000e+00
-6.516293478734191069e+01,-5.820688725340159664e+01,4.403543446791660188e+01,1.000000000000000000e+00
-8.244857216972812353e+01,4.981797639750527651e+01,5.194799273971544551e+01,1.000000000000000000e+00
-1.811993653195963105e+01,-1.094504044480515432e+02,-3.650120820747516603e+01,1.000000000000000000e+00
-7.366056032229822392e+01,6.137121519034865003e+01,-1.613810165276375486e+01,1.000000000000000000e+00
-5.898987226753843771e+01,-3.041576279239033909e+01,-3.957639388423351168e+00,1.000000000000000000e+00
7.281863782346947289e+01,1.055529215773687390e+01,-1.835304380827203374e+00,0.000000000000000000e+00
-7.332786670430580500e+01,4.933111877960553926e+01,-3.377484587236806135e+01,0.000000000000000000e+00
1.116403745687706390e+02,-1.556463448978286479e+01,4.520068040692289735e+00,0.000000000000000000e+00
1.309006171795883802e+02,-4.587273905556076059e+00,9.815675276976126185e+00,0.000000000000000000e+00
1.290593597015893863e+02,-2.556363787795209319e+01,1.290629669282220426e+01,0.000000000000000000e+00
1.026302797162359184e+02,-3.707171206037418187e+01,9.384121055666447830e+00,0.000000000000000000e+00
7.051895921152345537e+00,7.179586393027204849e+01,-2.891392566704552181e+01,0.000000000000000000e+00
3.853529473893594570e+01,8.733245428070398475e+01,-9.464292007702082898e+00,0.000000000000000000e+00
1.078336178742365234e+02,2.661556190102971087e+01,3.022717405197027141e+00,0.000000000000000000e+00
1.412997632235875756e+02,-2.312359993013981097e+01,2.722379260982436122e+01,0.000000000000000000e+00
1.369890560524746093e+02,-1.727512684983768665e+01,1.720745458925361504e+01,0.000000000000000000e+00
1.437576130009485667e+02,-3.374650497695922979e+01,2.876748765591412393e+01,0.000000000000000000e+00
8.010755826205885555e+00,1.011243491746532754e+02,-1.345925056201142311e+01,0.000000000000000000e+00
-1.778520586302833806e+01,-9.606394264695697416e+01,-4.734792201936161149e+01,0.000000000000000000e+00
6.454576351650219124e+01,2.465976262027863797e+01,-1.434967708120215057e+01,0.000000000000000000e+00
-7.412700215340568377e+01,9.360879357141132573e+01,7.263926760427494855e+00,0.000000000000000000e+00
1.218918659017195552e+02,1.402826114650587108e+01,2.165911663046019697e+01,0.000000000000000000e+00
-2.850923315856302409e+01,-6.723173566184340189e+01,-5.518327745616126379e+01,0.000000000000000000e+00
-6.850961771837188508e+01,4.924026620089365025e+01,-3.433907197621520879e+01,0.000000000000000000e+00
1.127372270539146513e+02,-1.982292637475314834e+01,1.159653631305024746e+01,0.000000000000000000e+00
-2.377213789462767224e+01,-7.935809333808502686e+01,-5.338547309438468602e+01,0.000000000000000000e+00
-3.137549815699777511e+01,-6.018503923950780887e+01,-5.693676200218604322e+01,0.000000000000000000e+00
1.032084872525433781e+02,3.236735656552028662e+00,-6.822571321393447796e+00,0.000000000000000000e+00
-2.583979865304369739e+01,7.947397754074142995e+01,-2.447772634235523981e+01,0.000000000000000000e+00
1.242982511232415845e+02,-2.368123267152586564e+01,1.279018186682380076e+01,0.000000000000000000e+00
