X,Y,Z,Cancers
-9.084382209483342763e+01,-6.949541960991119538e+01,5.746246495482019156e+01,1.000000000000000000e+00
-3.459257241719408427e+01,-1.475570489916623842e+02,-4.323761599769135699e+01,1.000000000000000000e+00
-1.053615943919518827e+02,-4.968070314843460267e+01,1.158641931758763945e+02,1.000000000000000000e+00
-5.162976587772718062e+01,-1.005022123875452422e+02,-3.180163708417914137e+01,1.000000000000000000e+00
-3.356947613240124184e+01,-1.394450818080530325e+02,-4.564194542820469991e+01,1.000000000000000000e+00
-1.157403552742189419e+02,-4.987306192611574041e+00,1.300412818981927785e+02,1.000000000000000000e+00
-8.469310929167143343e+01,-4.200002561207334395e+01,6.696861815363330095e+01,1.000000000000000000e+00
-8.776138039757820763e+01,9.558789713835373902e+01,2.131862496871057644e+01,1.000000000000000000e+00
-9.585378614070846481e+01,8.134565697734699086e+01,-2.924767658621984268e+01,1.000000000000000000e+00
-1.174879213736820134e+02,-3.608221499543483590e-01,1.443285249947433329e+02,1.000000000000000000e+00
-4.678751543538003688e+01,-1.172162341470218081e+02,-3.693860308074950893e+01,1.000000000000000000e+00
-6.921958311657617458e+01,-4.121287034124032544e+01,-2.604187105364684740e+01,1.000000000000000000e+00
-1.075990293925068357e+02,-3.892464170510214672e+01,1.533867309427481302e+02,1.000000000000000000e+00
-2.500783240918540429e+01,-1.560484656662858356e+02,-4.736668514552295761e+01,1.000000000000000000e+00
-1.022825068498068219e+02,4.571734063732336750e+01,4.182574040684829697e+01,1.000000000000000000e+00
-9.397066489129905165e+01,-5.490373217367888259e+01,4.384045373821857083e+01,1.000000000000000000e+00
-6.447351761383986002e+01,-9.685675583615763173e+01,-1.172439083751002542e+01,1.000000000000000000e+00
-3.487507367955618776e+01,-1.235946582886277838e+02,-6.254024047676570319e+01,1.000000000000000000e+00
-7.930819240782061286e+01,-1.118824157698725230e+02,4.670335758388931424e+01,1.000000000000000000e+00
-1.062660107604171316e+02,-3.837745198953385284e+01,1.080220245955033107e+02,1.000000000000000000e+00
-7.005343108332316149e+01,-3.912342005507107956e+01,-5.036925619971528079e+01,1.000000000000000000e+00
-4.339839968130912951e+01,-1.352360410130513344e+02,-3.986734889363982859e+01,1.000000000000000000e+00
-5.381715186053313005e+01,-8.139631581077982503e+01,-5.036401002409445482e+01,1.000000000000000000e+00
-1.133255933280872512e+02,3.343646957681639975e+01,1.235158495187528018e+02,1.000000000000000000e+00
-7.655840289633603390e+01,-2.031776478873233316e+01,-5.027611421705081796e+01,1.000000000000000000e+00
-1.075441093710581413e+02,-4.262207086474754902e+01,1.159212888542856632e+02,1.000000000000000000e+00
-8.385442094903356747e+01,6.952603872462221091e+01,-3.489407396515053961e+01,1.000000000000000000e+00
-7.542034632212316581e+01,1.203670400956301307e+02,5.428352541667343267e+00,1.000000000000000000e+00
-9.397346401568260887e+01,-7.469619236927211858e+00,6.932896816556878150e+01,1.000000000000000000e+00
-1.059119082456500252e+02,-9.655211738156360468e+01,1.271687149117086051e+02,1.000000000000000000e+00
-7.463362412918988298e+01,-2.465892278317751618e+01,-2.423393002555728515e+01,1.000000000000000000e+00
-1.001348939282077595e+02,7.331904633755473810e+01,-1.660778554400732521e+00,1.000000000000000000e+00
-9.561396261249323913e+01,6.939442565941725150e+01,-3.568949188672508654e+01,1.000000000000000000e+00
-7.917188887282294729e+01,-9.915195618710717440e+01,5.138839831557694993e+01,1.000000000000000000e+00
-1.191621864100432759e+02,7.719983658598747134e+00,1.400458706813809329e+02,1.000000000000000000e+00
-7.911177038105738291e+01,1.398322540499489435e+02,1.227979270402274814e+01,1.000000000000000000e+00
-5.852927583150761137e+01,-8.018245530443989821e+01,-4.116085730493323780e+01,1.000000000000000000e+00
-9.371056101687140938e+01,-7.355683139625979550e+01,6.360776286844507155e+01,1.000000000000000000e+00
-1.152406462884618605e+02,7.300421198683994817e+01,6.977572815469612522e+01,1.000000000000000000e+00
-2.746728959437037787e+01,-1.519875157942780106e+02,-4.781190645752442947e+01,1.000000000000000000e+00
-1.012969161661652464e+02,8.352598706203312418e+01,-2.533781405909905970e+01,1.000000000000000000e+00
-8.460381367742621705e+01,-3.762686783513608191e+01,-4.438558947360949247e+00,1.000000000000000000e+00
1.005626902394463542e+02,1.623682076414025843e+01,-1.939089113444674384e+00,0.000000000000000000e+00
-1.004434855404533806e+02,6.404805347566207274e+01,-4.711155107020301358e+01,0.000000000000000000e+00
1.545554410263895591e+02,-2.145232623899985569e+01,8.912691732902203512e+00,0.000000000000000000e+00
1.811883039284728341e+02,-7.230268424893499635e+00,1.631999545896010417e+01,0.000000000000000000e+00
1.784119186965934034e+02,-3.484745899453071871e+01,1.960261583630501647e+01,0.000000000000000000e+00
1.424161852933744683e+02,-5.026328883583423845e+01,1.222266910597001122e+01,0.000000000000000000e+00
1.228255113912915775e+01,9.491063516046372683e+01,-4.172116424558149816e+01,0.000000000000000000e+00
5.547834482683869339e+01,1.191921002139870751e+02,-1.568050605795421149e+01,0.000000000000000000e+00
1.500335506338735172e+02,3.530821561861561975e+01,6.673928124326209854e+00,0.000000000000000000e+00
1.950546423213484104e+02,-3.079185721875630577e+01,3.752273101561933544e+01,0.000000000000000000e+00
1.893507943653321774e+02,-2.393321949382889713e+01,2.559625136935777689e+01,0.000000000000000000e+00
1.988332497996199209e+02,-4.542121068577778686e+01,3.944980734869956507e+01,0.000000000000000000e+00
1.382537329647129809e+01,1.372402635168350002e+02,-2.338257074508284461e+01,0.000000000000000000e+00
-2.714614026181981998e+01,-1.353103406469437004e+02,-6.143772010215471369e+01,0.000000000000000000e+00
9.012720937204477423e+01,3.258247666798969533e+01,-1.820279255068284741e+01,0.000000000000000000e+00
-1.004953785383018356e+02,1.264241177800221720e+02,4.226372103429492988e+00,0.000000000000000000e+00
1.685748820701122099e+02,2.067174418497274502e+01,3.025907816069210909e+01,0.000000000000000000e+00
-4.149033298639981382e+01,-9.647505548887501448e+01,-7.097501284948307898e+01,0.000000000000000000e+00
-9.378875471129852315e+01,6.444980369613290350e+01,-4.787576619499463959e+01,0.000000000000000000e+00
1.557224903632268251e+02,-2.581242420509781965e+01,1.784042086146207495e+01,0.000000000000000000e+00
-3.506597014667082846e+01,-1.132451912747148839e+02,-6.858959538676904799e+01,0.000000000000000000e+00
-4.537064169237261524e+01,-8.709177139799463419e+01,-7.350427453171067782e+01,0.000000000000000000e+00
1.433167735180566638e+02,3.079822481841862913e+00,-6.553441630123236550e+00,0.000000000000000000e+00
-3.333942830961791515e+01,1.061063203995260267e+02,-3.618951357526479029e+01,0.000000000000000000e+00
1.719545516931536611e+02,-3.178821220105331946e+01,1.950583654402072042e+01,0.000000000000000000e+00
-8.288710366685188546e+01,1.089358562419669028e+02,-3.730427545545664003e+01,0.000000000000000000e+00
1.068361213260176896e+02,6.160451307120987963e+01,8.163537533488666398e+00,0.000000000000000000e+00
-5.621498319151654499e+01,-6.556109089881901753e+01,-6.410101821820519774e+01,0.000000000000000000e+00
-5.957487294672466049e+01,-4.458756211936683655e+01,-5.458502811925002618e+01,0.000000000000000000e+00
4.207975036664174162e+00,1.376830839092281451e+02,-3.017269353719284286e+00,0.000000000000000000e+00
1.769660923116157676e+02,-4.374050024098190192e+01,3.061973568805238344e+01,0.000000000000000000e+00
8.569842595221844306e+01,-6.529300088274874270e+01,-4.013586065419202598e+00,0.000000000000000000e+00
1.060015809388771757e+01,-7.576459822776688213e+01,-2.151284448658090653e+01,0.000000000000000000e+00
1.640051133936033239e+02,-3.054858368121645995e+01,1.714617730692927822e+01,0.000000000000000000e+00
3.661269460490334637e+01,7.248552334211754555e+01,-3.267004330912466514e+01,0.000000000000000000e+00
3.197685853474813200e+01,7.493833443809006667e+01,-3.637403305667462661e+01,0.000000000000000000e+00
1.029561259890338505e+02,1.359038345719485541e+01,-5.362073268159941009e+00,0.000000000000000000e+00
-8.418308708716648425e+01,1.595280511248080657e+01,-5.903475561600971844e+01,0.000000000000000000e+00
7.809537538455397510e+01,9.043766535833900377e+01,-1.768688116067174576e+00,0.000000000000000000e+00
1.012126299628338444e+01,1.379583000643104640e+02,-1.458541352659675994e+01,0.000000000000000000e+00
5.164487298486540823e+01,1.246772296297426124e+02,-2.121181303165135290e+01,0.000000000000000000e+00
-7.573635309748728162e+01,2.153609429321353019e+01,-5.976226782973298413e+01,0.000000000000000000e+00
-8.352473722661237332e+01,1.818301838765791700e+01,-6.182875671880788815e+01,0.000000000000000000e+00
